City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,zalingei,12.9096,23.4741,31.71,14,33,2.39,SD,1684609548
285,jumla,29.2747,82.1838,9.53,74,15,1.98,NP,1684609284
286,carnarvon,-24.8667,113.6333,19.94,34,0,8.4,AU,1684609294
287,bathinda,30.2,74.95,33.87,13,0,2.52,IN,1684609549
288,auki,-8.7676,160.7034,25.24,86,94,1.27,SB,1684609549
289,urubamba,-13.3047,-72.1158,21.5,66,99,2.12,PE,1684609549
290,belel,7.05,14.4333,19.22,77,100,1.24,CM,1684609549
291,hartstown,53.3931,-6.4269,15.22,82,0,2.06,IE,1684609549
292,pa daet,19.5049,99.9924,26.43,65,3,1.68,TH,1684609549
293,chonchi,-42.6128,-73.8092,7.29,91,100,5.54,CL,1684609312
294,creston,41.0586,-94.3614,17.98,48,0,2.57,US,1684609549
295,kavalerovo,44.2661,135.0572,6.17,99,100,1.05,RU,1684609549
296,kampung tanjung karang,3.4242,101.1849,27.0,86,100,0.47,MY,1684609549
297,naze,28.3667,129.4833,18.51,81,100,3.0,JP,1684609293
298,chibougamau,49.9168,-74.3659,14.79,63,40,1.03,CA,1684609295
299,north bondi,-33.8824,151.2769,11.96,72,0,3.6,AU,1684609550
300,miandrivazo,-19.5167,45.4667,23.05,70,5,0.46,MG,1684609550
301,gubkinskiy,64.434,76.5026,4.45,83,100,4.18,RU,1684609550
302,palu,-0.8917,119.8707,24.37,96,100,0.84,ID,1684609550
303,happy valley-goose bay,53.3168,-60.3315,16.17,25,75,4.63,CA,1684609213
304,verkhotur'ye,58.8627,60.8054,12.34,42,14,1.3,RU,1684609550
305,yibin,28.7667,104.6238,23.65,86,100,0.9,CN,1684609550
306,tarawa,1.419,172.984,28.05,83,75,2.06,KI,1684609550
307,talnakh,69.4865,88.3972,-9.62,93,46,1.49,RU,1684609313
308,penzance,50.1186,-5.5371,16.38,79,0,5.82,GB,1684609550
309,moyynkum,44.2914,72.9469,16.81,70,70,6.09,KZ,1684609551
310,tinajo,29.0788,-13.7081,20.49,52,20,6.17,ES,1684609551
311,kendari,-3.945,122.4989,23.5,92,13,1.08,ID,1684609551
312,santa ana,33.7456,-117.8678,29.84,72,100,1.54,US,1684609037
313,kingscliff,-28.2667,153.5667,9.29,93,0,2.06,AU,1684609311
314,thabazimbi,-24.5917,27.4116,14.61,28,0,1.3,ZA,1684609551
315,cumana,10.4635,-64.1775,27.18,77,83,3.3,VE,1684609249
316,agnibilekrou,7.1344,-3.2047,23.44,97,100,1.4,CI,1684609551
317,ghat,24.9647,10.1728,28.89,16,0,7.34,LY,1684609551
318,oguta,5.7089,6.8103,25.78,92,100,1.44,NG,1684609551
319,massawa,15.6097,39.45,31.29,65,3,2.81,ER,1684609552
320,kill devil hills,36.0307,-75.676,25.0,93,100,2.06,US,1684609552
321,riyadh,24.6877,46.7219,31.08,32,86,7.7,SA,1684609496
322,alice springs,-23.7,133.8833,2.75,87,40,4.0,AU,1684609315
323,pangody,65.85,74.4859,0.05,89,9,2.87,RU,1684609373
324,angra do heroismo,38.65,-27.2167,20.06,72,75,1.79,PT,1684609552
325,savannakhet,16.566,104.751,28.63,58,7,2.41,LA,1684609552
326,ebon,4.582,168.6964,28.13,79,100,4.29,MH,1684609552
327,aasiaat,68.7098,-52.8699,-0.85,88,100,8.0,GL,1684609299
328,hilo,19.7297,-155.09,26.25,84,75,3.13,US,1684609552
329,el granada,37.5027,-122.4694,22.26,80,75,8.75,US,1684609276
330,woolgoolga,-30.1106,153.2007,10.93,66,0,2.6,AU,1684609389
331,sambava,-14.2667,50.1667,23.92,90,23,1.82,MG,1684609553
332,buckeye,33.3703,-112.5838,34.18,26,0,2.06,US,1684609553
333,san patricio,28.017,-97.5169,29.92,64,95,3.4,US,1684609553
334,tikhvin,59.6451,33.5294,11.79,75,47,1.94,RU,1684609553
335,saint-philippe,-21.3585,55.7679,23.77,81,36,1.0,RE,1684609365
336,riosucio,5.4216,-75.7032,19.57,94,100,0.71,CO,1684609553
337,lauterbach,50.6333,9.4,16.89,83,67,5.61,DE,1684609553
338,kinmparana,12.8402,-4.9199,33.57,42,90,5.39,ML,1684609553
339,kokopo,-4.352,152.2633,23.95,92,100,4.54,PG,1684609554
340,urambo,-5.0667,32.05,22.14,61,99,0.94,TZ,1684609554
341,aswan,24.0934,32.907,30.61,20,0,0.0,EG,1684609554
342,kavaratti,10.5669,72.642,29.68,68,3,3.71,IN,1684609554
343,lagoa formosa,-18.7786,-46.4075,26.12,29,5,1.33,BR,1684609283
344,peniche,39.3558,-9.3811,20.6,57,79,7.76,PT,1684609436
345,weno,7.4515,151.8468,27.06,89,100,8.68,FM,1684609304
346,udomlya,57.8794,34.9925,11.02,63,100,0.82,RU,1684609554
347,fredericton,45.9454,-66.6656,22.13,51,75,8.23,CA,1684609559
348,sumbawa besar,-8.5,117.4333,20.79,93,0,2.29,ID,1684609559
349,shingu,33.7333,135.9833,19.49,90,100,1.32,JP,1684609338
350,kolwezi,-10.7148,25.4667,17.98,66,14,2.13,CD,1684609560
351,broome,42.2506,-75.833,22.23,63,75,4.47,US,1684609560
352,port elizabeth,-33.918,25.5701,13.51,81,0,1.54,ZA,1684609286
353,ketchikan,55.3422,-131.6461,15.26,72,100,6.69,US,1684609560
354,nedryhayliv,50.834,33.8763,11.9,71,1,4.72,UA,1684609560
355,port moresby,-9.4431,147.1797,22.68,100,20,2.57,PG,1684609560
356,san juan,-31.5375,-68.5364,19.25,38,9,2.23,AR,1684608764
357,elassona,39.8947,22.1886,17.63,71,94,1.55,GR,1684609561
358,guerrero negro,27.9769,-114.0611,21.49,55,0,5.07,MX,1684609561
359,praia da vitoria,38.7333,-27.0667,19.86,72,75,7.34,PT,1684609355
360,mount isa,-20.7333,139.5,10.87,43,1,4.63,AU,1684609561
361,richards bay,-28.783,32.0377,16.19,81,7,2.29,ZA,1684609413
362,aioun,16.6614,-9.6149,37.5,22,100,2.1,MR,1684609561
363,vikasnagar,30.4683,77.775,25.18,34,0,3.99,IN,1684609561
364,mount pearl,47.5166,-52.7813,14.19,64,100,12.35,CA,1684609346
365,megion,61.0296,76.1136,11.01,38,92,2.23,RU,1684609562
366,kirensk,57.7853,108.1119,7.1,73,86,1.98,RU,1684609562
367,isla mujeres,21.2311,-86.731,31.03,66,100,5.11,MX,1684609562
368,nioki,-2.7167,17.6833,24.76,84,100,1.08,CD,1684609563
369,tavricheskoye,54.5851,73.6395,14.95,52,46,3.71,RU,1684609563
370,caleta de carquin,-11.0925,-77.6267,23.79,71,44,5.73,PE,1684609563
371,dunedin,-45.8742,170.5036,8.22,75,100,2.24,NZ,1684609229
372,ust-tsilma,65.441,52.1498,7.56,47,62,1.3,RU,1684609399
373,dzagam,40.9033,45.8856,18.85,81,100,2.59,AZ,1684609564
374,kedrovyy,56.1667,91.8167,1.23,60,6,1.85,RU,1684609564
375,tshabong,-26.05,22.45,13.61,20,0,2.19,BW,1684609343
376,chirilagua,13.2203,-88.1386,36.24,35,100,1.75,SV,1684609565
377,rio grande,-32.035,-52.0986,21.06,80,100,4.45,BR,1684609375
378,maba,24.6841,113.5984,22.77,94,83,1.4,CN,1684609565
379,sevlievo,43.0258,25.1136,14.2,87,65,1.43,BG,1684609565
380,streetsboro,41.2392,-81.3459,17.5,61,75,4.63,US,1684609565
381,east ballina,-28.8667,153.5833,10.44,67,0,4.91,AU,1684609566
382,goz beida,13.95,20.55,35.45,17,0,2.51,TD,1684609566
383,mirnyy,62.5353,113.9611,7.99,90,90,4.67,RU,1684609566
384,lamar,33.6668,-95.5836,25.55,72,100,3.6,US,1684609566
385,grand falls-windsor,48.9332,-55.6649,15.84,62,100,2.68,CA,1684609333
386,dok kham tai,19.1624,99.9934,25.83,67,2,1.7,TH,1684609567
387,magong,23.5654,119.5863,24.37,93,28,1.64,TW,1684609334
388,port blair,11.6667,92.75,28.02,83,40,0.51,IN,1684609425
389,samana,19.2056,-69.3369,24.12,100,75,2.06,DO,1684609567
390,radzymin,52.4159,21.1841,20.05,87,59,3.39,PL,1684609568
391,kapuskasing,49.4169,-82.4331,22.05,32,0,3.6,CA,1684609297
392,saynshand,44.8824,110.1163,6.81,67,100,5.0,MN,1684609386
393,san luis de la loma,17.2706,-100.8939,33.13,53,100,3.37,MX,1684609568
394,antanifotsy,-19.65,47.3167,11.71,83,0,1.24,MG,1684609569
395,zharkent,44.1628,80.0,17.42,55,100,0.43,KZ,1684609569
396,treasure island,27.7692,-82.769,34.0,69,20,5.14,US,1684609437
397,ilheus,-14.7889,-39.0494,27.9,65,20,5.66,BR,1684609272
398,balykshi,47.0667,51.8667,18.0,42,0,5.0,KZ,1684609281
399,lundazi,-12.2929,33.1782,18.12,64,6,2.64,ZM,1684609570
400,kingston,17.997,-76.7936,32.91,66,20,6.17,JM,1684609203
401,esikhaleni,-28.871,31.8996,16.01,82,19,2.62,ZA,1684609570
402,pan de azucar,-34.8,-55.2333,15.43,73,100,5.66,UY,1684609570
403,barmer,25.75,71.3833,30.78,48,0,8.82,IN,1684609571
404,palikir - national government center,6.9248,158.1611,27.56,77,100,5.03,FM,1684609358
405,fonte boa,-2.4959,-66.2662,32.71,54,100,1.3,BR,1684609571
406,benguela,-12.5763,13.4055,22.4,86,3,2.58,AO,1684609571
407,tanabi,-20.6264,-49.6492,28.12,32,32,1.26,BR,1684609539
408,selfoss,63.9331,-20.9971,6.69,72,100,12.9,IS,1684609374
409,conception bay south,47.4999,-52.9981,14.53,67,100,8.82,CA,1684609572
410,severo-yeniseyskiy,60.3725,93.0408,3.5,99,97,1.93,RU,1684609277
411,barika,35.389,5.3658,17.61,54,54,5.76,DZ,1684609572
412,tikrit,34.6071,43.6782,23.77,58,100,7.56,IQ,1684609572
413,alfredo v. bonfil,21.0833,-86.85,30.97,58,40,6.17,MX,1684609572
414,kotel,42.8833,26.45,11.72,79,75,1.87,BG,1684609572
415,gondar,12.6,37.4667,21.29,31,49,1.89,ET,1684609573
416,negapatam,10.7667,79.8333,28.81,82,20,7.22,IN,1684609573
417,buka,40.8108,69.1986,20.43,47,5,0.53,UZ,1684609573
418,quellon,-43.1167,-73.6167,8.14,93,100,6.69,CL,1684609321
419,saint-denis,48.9167,2.3333,20.09,55,0,5.66,FR,1684609573
420,dul'durga,50.6761,113.5931,8.12,79,100,2.58,RU,1684609573
421,ternate,0.8,127.4,27.37,75,97,1.74,ID,1684609573
422,teno,-34.8667,-71.1833,16.75,55,0,1.03,CL,1684609574
423,tosontsengel,48.7567,98.2839,-1.37,48,0,1.68,MN,1684609574
424,mili,6.0815,171.735,27.75,81,100,5.02,MH,1684609402
425,sinop,41.7711,34.8709,10.8,92,64,1.16,TR,1684609574
426,joshua tree,34.1347,-116.3131,29.63,33,7,3.58,US,1684609574
427,siwa oasis,29.2041,25.5195,29.53,17,96,6.6,EG,1684609574
428,isangel,-19.55,169.2667,23.49,74,99,4.4,VU,1684609336
429,aden,12.7794,45.0367,31.37,70,94,5.95,YE,1684609395
430,kyren,51.6828,102.1408,2.81,82,68,1.28,RU,1684609575
431,yarmouth,41.7057,-70.2286,18.26,94,100,4.63,US,1684609575
432,newman,37.3138,-121.0208,27.91,46,0,1.79,US,1684609349
433,volodarka,49.5248,29.9122,13.63,76,7,4.69,UA,1684609575
434,remire-montjoly,4.9167,-52.2667,29.02,70,40,7.2,GF,1684609372
435,zeya,53.75,127.2667,8.09,59,0,4.22,RU,1684609412
436,yeed,4.55,43.0333,31.21,40,47,5.4,SO,1684609576
437,springbok,-29.6643,17.8865,10.4,29,5,0.05,ZA,1684609576
438,minas de marcona,-15.2119,-75.1103,19.27,64,23,7.37,PE,1684609354
439,tolanaro,-25.0319,46.9987,23.04,94,40,2.06,MG,1684609353
440,neryungri,56.6709,124.6491,0.49,97,89,2.0,RU,1684609577
441,lamu,-2.2717,40.902,26.24,87,100,5.07,KE,1684609577
442,ozurgeti,41.9231,42.0059,13.77,97,100,1.18,GE,1684609577
443,arteche,12.2645,125.4048,25.52,88,50,0.94,PH,1684609577
444,thurso,58.5927,-3.5259,12.14,97,100,2.34,GB,1684609578
445,baskale,38.0453,44.0172,5.49,90,100,0.76,TR,1684609578
446,presidencia de la plaza,-27.0015,-59.8424,19.35,96,100,2.87,AR,1684609578
447,ankang,32.68,109.0172,21.05,97,99,0.48,CN,1684609578
448,nurlat,54.4277,50.8051,13.07,75,11,1.59,RU,1684609579
449,corry,41.9203,-79.6403,12.6,88,99,4.75,US,1684609579
450,hasaki,35.7333,140.8333,17.9,92,93,4.21,JP,1684609277
451,bintulu,3.1667,113.0333,25.23,100,40,2.24,MY,1684609579
452,mabopane,-25.4977,28.1007,7.21,28,0,1.32,ZA,1684609579
453,tabou,4.423,-7.3528,24.37,92,100,3.18,CI,1684609357
454,ende,-8.8432,121.6623,23.34,82,30,3.57,ID,1684609580
455,brookings,44.3114,-96.7984,20.61,43,0,4.12,US,1684609340
456,taltal,-25.4,-70.4833,15.68,87,52,2.24,CL,1684609253
457,kruisfontein,-34.0033,24.7314,11.6,54,89,2.68,ZA,1684609332
458,sake,-1.5736,29.045,17.58,94,93,0.83,CD,1684609580
459,tofol,5.3248,163.0078,28.34,74,100,4.03,FM,1684609580
460,selizharovo,56.8519,33.4487,8.87,63,37,1.97,RU,1684609581
461,swift current,50.2834,-107.8014,19.45,52,0,5.66,CA,1684609581
462,unai,-16.3575,-46.9061,28.34,23,3,1.57,BR,1684609581
463,ngetkib,7.3645,134.5148,28.54,74,100,5.72,PW,1684609581
464,lumut,4.2323,100.6298,27.01,78,40,0.51,MY,1684609581
465,taupo,-38.6833,176.0833,11.35,81,100,8.2,NZ,1684609582
466,necochea,-38.5473,-58.7368,12.27,54,66,3.42,AR,1684609400
467,dryden,49.7833,-92.7503,21.16,28,0,6.69,CA,1684609339
468,sittwe,20.15,92.9,27.42,83,0,1.82,MM,1684609348
469,buala,-8.145,159.5921,26.29,82,100,0.97,SB,1684609582
470,wewak,-3.5534,143.6268,24.51,91,100,3.98,PG,1684609582
471,revda,56.801,59.9303,10.35,49,95,1.13,RU,1684609353
472,khandyga,62.6667,135.6,2.39,83,100,3.28,RU,1684609294
473,ilhabela,-23.7781,-45.3581,21.97,61,0,2.16,BR,1684609495
474,holualoa,19.6228,-155.9522,27.15,74,20,4.12,US,1684609583
475,zhangatas,43.5667,69.75,16.55,50,0,1.69,KZ,1684609583
476,nyurba,63.2842,118.3319,3.15,90,100,1.12,RU,1684609339
477,fort mcmurray,56.7268,-111.381,16.77,58,0,1.54,CA,1684609584
478,laurel,39.0993,-76.8483,28.12,65,40,2.06,US,1684609097
479,ebolowa,2.9,11.15,22.03,98,100,1.05,CM,1684609405
480,port isabel,26.0734,-97.2086,31.02,70,0,3.6,US,1684609441
481,maffra,-37.9667,146.9833,11.25,86,100,7.41,AU,1684609584
482,boulazac,45.1167,0.75,16.84,65,100,1.88,FR,1684609584
483,mossel bay,-34.1831,22.146,12.96,71,100,1.78,ZA,1684609283
484,juegang,32.3174,121.1855,16.85,96,100,4.25,CN,1684609585
485,bam,29.106,58.357,29.08,26,72,1.84,IR,1684609585
486,victoria,22.2855,114.1577,30.03,90,67,3.13,HK,1684609464
487,marsala,37.7966,12.4352,18.3,84,85,6.56,IT,1684609585
488,konarka,19.9,86.1167,30.22,89,4,7.1,IN,1684609576
489,magadan,59.5667,150.8,0.85,96,100,1.31,RU,1684609586
490,san clemente del tuyu,-36.3569,-56.7235,12.21,57,48,5.1,AR,1684609586
491,mitu,1.1983,-70.1733,28.81,73,100,1.54,CO,1684609297
492,juneau,58.3019,-134.4197,14.0,93,100,0.0,US,1684609520
493,oban,56.4127,-5.4706,12.43,99,100,1.23,GB,1684609586
494,queenstown,-31.8976,26.8753,9.56,34,0,4.11,ZA,1684609280
495,guiuan,11.0333,125.7247,28.17,73,100,1.34,PH,1684609299
496,wanning,18.8003,110.3967,27.05,96,11,4.07,CN,1684609587
497,smithers,54.7804,-127.1743,18.18,48,75,3.09,CA,1684609512
498,tanhacu,-14.0214,-41.2481,27.74,27,0,1.06,BR,1684609587
499,kavieng,-2.5744,150.7967,26.09,90,100,7.37,PG,1684609587
500,cascais,38.6979,-9.4215,22.92,47,0,7.2,PT,1684609350
501,broken hill,-31.95,141.4333,8.32,88,0,4.02,AU,1684609588
502,rio preto da eva,-2.6994,-59.6997,29.89,75,100,2.09,BR,1684609588
503,ahmadpur east,29.1431,71.2598,37.05,18,0,10.4,PK,1684609588
504,san julian,21.0167,-102.1667,19.51,53,100,2.15,MX,1684609589
505,paragominas,-2.9667,-47.4833,27.94,87,31,1.66,BR,1684609309
506,salym,60.0625,71.4789,13.01,47,100,1.79,RU,1684609589
507,chatham,51.3789,0.5279,16.78,62,5,6.2,GB,1684609589
508,guatrache,-37.6678,-63.5302,13.5,28,0,6.33,AR,1684609589
509,dashtobod,40.1269,68.4944,22.28,35,5,3.11,UZ,1684609590
510,dalandzadgad,43.5708,104.425,4.84,21,75,2.51,MN,1684609299
511,balasore,21.4942,86.9317,28.72,74,0,5.39,IN,1684609590
512,rio verde de mato grosso,-18.9181,-54.8442,29.45,32,2,2.04,BR,1684609590
513,high rock,26.6208,-78.2833,29.01,67,3,3.37,BS,1684609404
514,ginir,7.1333,40.7,16.26,81,61,2.02,ET,1684609591
515,copiapo,-27.3667,-70.3333,14.83,42,1,3.26,CL,1684609093
516,dedza,-14.3779,34.3332,14.34,79,3,0.6,MW,1684609591
517,glace bay,46.1969,-59.957,21.29,55,75,7.72,CA,1684609407
518,crane,31.3974,-102.3501,23.01,50,98,3.68,US,1684609348
519,bozova,37.3625,38.5267,19.51,49,0,3.06,TR,1684609592
520,wobulenzi,0.7283,32.5122,18.11,98,19,1.24,UG,1684609592
521,marsh harbour,26.5412,-77.0636,26.54,73,2,4.17,BS,1684609203
522,kasongo-lunda,-6.4667,16.8167,22.64,93,100,1.57,CD,1684609343
523,khovd,48.0056,91.6419,7.6,23,100,1.58,MN,1684609374
524,prado,-17.3411,-39.2208,24.73,67,22,4.54,BR,1684609592
525,vrnjacka banja,43.6167,20.9,19.57,86,5,1.12,RS,1684609592
526,caninde,-4.3589,-39.3117,29.21,67,50,2.6,BR,1684609592
527,loudeac,48.1783,-2.7543,13.77,79,0,6.96,FR,1684609593
528,vila franca do campo,37.7167,-25.4333,18.23,77,53,6.51,PT,1684609305
529,hajnowka,52.7433,23.5812,14.35,73,92,3.06,PL,1684609593
530,tarariras,-34.2833,-57.6167,15.65,67,100,6.03,UY,1684609593
531,arkhangel'sk,64.5401,40.5433,10.29,57,4,1.76,RU,1684609593
532,ashburton,-37.8626,145.0794,12.57,89,100,0.89,AU,1684609593
533,ancud,-41.8697,-73.8203,8.52,83,100,9.39,CL,1684609345
534,patos,-7.0244,-37.28,30.56,49,84,4.95,BR,1684609594
535,kirkwall,58.9848,-2.9587,12.03,94,75,4.12,GB,1684609594
536,ca mau,9.1769,105.15,27.48,83,100,2.26,VN,1684609393
537,liptovsky hradok,49.0396,19.7234,15.35,90,63,2.19,SK,1684609594
538,pregassona,46.0202,8.9743,13.6,97,100,0.51,CH,1684609594
539,porto novo,6.4965,2.6036,27.9,86,100,3.28,BJ,1684609594
540,faaa,-17.55,-149.6,28.98,74,20,5.14,PF,1684609594
541,valparaiso,-33.0393,-71.6273,14.8,93,100,5.66,CL,1684609594
542,zaragoza,41.6561,-0.8773,19.25,40,0,10.8,ES,1684609594
543,nguigmi,14.2495,13.1092,30.09,57,10,4.9,NE,1684609595
544,kiunga,-6.1219,141.2906,21.92,99,100,0.78,PG,1684609355
545,mahibadhoo,3.7833,72.9667,28.26,75,23,2.73,MV,1684609321
546,vikhorevka,56.1201,101.1636,11.77,63,15,1.03,RU,1684609595
547,rockport,28.0206,-97.0544,30.01,83,75,3.6,US,1684609595
548,nchelenge,-9.3451,28.734,22.69,63,11,2.09,ZM,1684609595
549,saint george,37.1041,-113.5841,29.97,30,0,1.79,US,1684609595
550,batticaloa,7.7102,81.6924,27.6,80,81,1.8,LK,1684609595
551,bonyhad,46.2992,18.5302,19.47,89,4,2.88,HU,1684609596
552,eureka,40.8021,-124.1637,15.67,86,90,3.13,US,1684609575
553,taulaga,-11.0553,-171.0883,28.61,80,32,7.55,AS,1684609596
554,horta,38.5333,-28.6333,19.8,73,20,6.69,PT,1684609596
555,malango,-2.9627,119.9001,19.94,97,74,0.41,ID,1684609388
556,great falls,47.5002,-111.3008,25.93,39,0,3.09,US,1684609596
557,hammerfest,70.6634,23.6821,10.25,71,75,5.14,NO,1684609364
558,huambo,-12.7761,15.7392,20.91,42,95,1.71,AO,1684609596
559,esmeraldas,-19.7625,-44.3139,23.58,35,5,2.07,BR,1684609365
560,chita,52.0333,113.55,8.94,39,9,3.0,RU,1684609596
561,barcelos,41.5388,-8.6151,22.08,47,73,4.05,PT,1684609372
562,fort st. john,56.2499,-120.8529,14.94,58,100,2.57,CA,1684609246
563,hovd,48.0056,91.6419,7.6,23,100,1.58,MN,1684609597
564,paita,-5.0892,-81.1144,26.09,69,78,6.32,PE,1684609597
565,raton,36.9034,-104.4391,19.34,40,75,3.6,US,1684609597
566,jinchang,38.4953,102.1739,6.98,62,100,4.61,CN,1684609354
567,yaren,-0.5472,166.916,28.76,74,87,4.3,NR,1684609286
568,kayangel,8.0823,134.7173,29.02,71,100,5.36,PW,1684609597
569,maintirano,-18.0667,44.0167,24.18,82,0,3.65,MG,1684609597
570,belmonte,-15.8631,-38.8828,24.87,72,8,5.74,BR,1684609597
571,tago,9.0211,126.2317,24.9,90,99,1.64,PH,1684609597
